gene_symbol,count
DIP2B,3
RPL37A,3
AURKA,3
FCGR2C,3
DIAPH3-AS1,3
SHMT2,3
EPRS,3
TMTC3,3
UNC5B,3
GNA13,3
COL25A1,3
SLC35A2,3
PFKFB1,3
MGAT2,3
PRKAG2-AS1,3
MIR4723 /// TMEM199,3
ADAMTS8,3
CCDC108,3
CSTF3,3
UBE2V2,3
CDC73,3
AASDHPPT,3
C12orf66,3
KDELR3,3
FAHD2CP,3
MEX3D,3
RAB11FIP1,3
HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI,3
ATP13A4,3
ANP32A,3
SOAT1,3
RAB23,3
EXOC4,3
NALCN,3
PRKACB,3
GALNT16,3
ARL1,3
SPRED1,3
GPM6A,3
COX11,3
SCYL2,3
EIF5A,3
ALDH7A1,3
CALCRL,3
SAMD9L,3
LSM4,3
SEC24A,3
LRRC75A-AS1 /// SNORD49A /// SNORD49B /// SNORD65,3
ARTN,3
IRF6,3
PSPH,3
SLC35F5,3
TTC39B,3
NONO,3
MACC1,3
ARPP19,3
LOC101929373 /// SLC9B1,3
ST6GAL1,3
FBXO21,3
MAPK9,3
UBE2K,3
MUC1,3
RNF165,3
SAE1,3
B3GALNT1,3
SH3KBP1,3
FGF5,3
NRG2,3
ERO1L,3
G3BP2,3
SBSPON,3
SIPA1L2,3
NQO1,3
RNF14,3
CYLC1,3
MRPS30,3
ARPC5,3
ANKRD36BP2,3
RANGAP1,3
DNAJC9,3
ZNF638 /// ZNF638-IT1,3
PDE4B,3
JPH2,3
LOC100652770,3
ZNF398,3
COL8A1,3
CABP1,3
SORD,3
TFAP2B,3
PRTG,3
POLK,3
NOVA1,3
PSD3,3
TRDN,3
EMCN,3
DSEL,3
JAM3,3
CDKN2A,3
FKBP14,3
ROPN1,3
HOXD10,3
PTPRS,3
FAM199X,3
BMP6,3
ARHGAP19,3
RHBDL2,3
ARNTL2,3
PIGX,3
BID,3
FAM210A,3
RBM14,3
ADRBK2,3
PLEKHA2,3
MS4A7,3
MRPL50,3
PTP4A3,3
SYNJ2BP /// SYNJ2BP-COX16,3
INTS7,3
GPRC5A,3
ZNF471,3
SLIT3,3
PPP1R16B,3
DHX9,3
GNB1,3
TUBD1,3
RAD50,3
METTL8,3
DEDD,3
ORMDL1,3
COMMD10,3
PLXNA3,3
NAA50,3
KIF26B,3
BAG5,3
TRAM1,3
MXD1,3
CNOT8,3
C1orf43,3
KIAA1456 /// LOC101927137,3
C5orf22,3
RNF180,3
CXCR4,3
EIF2S3,3
PPP6R3,3
TAF15,3
BAG2,3
DNAJC5,3
OGFRL1,3
PID1,3
SORT1,3
POGK,3
MIS18BP1,3
EDEM3,3
LRP12,3
GSE1,3
HIBADH,3
CST3,3
ABHD12,3
DCTD,3
FEM1B,3
MED6,3
DCAF16,3
GOLGA3,3
UBE2Z,3
ASTN2,3
TANC2,3
SPTLC1,3
CD80,3
PPTC7,3
CCBE1,3
LOC101929087 /// SUMO2 /// SUMO3,3
ZFPL1,3
FAM149A,3
LOX,3
IDH3A,3
LINC00521,3
LACTB,3
GNG7,3
SEMA5A,3
MTFR2,3
TBC1D8B,3
SIM1,3
WBP11,3
RSRC1,3
MAN2A1,3
C5orf28,3
PARD6B,3
VASH2,3
COCH,3
ADAMTS6,3
LPGAT1,3
ECSCR,3
KLHL7,3
GNB4,3
TTC18,3
RRAD,3
CEP170 /// CEP170P1,3
RAB5A,3
RCBTB1,3
SIAH1,3
COG5,3
DPT,3
ORC5,3
RFC5,3
BMPR1B,3
STC1,3
TFDP1,3
MTFR1,3
PDE8B,3
MIR636 /// SRSF2,3
HSPB11,3
TDRKH,3
SYTL2,3
TXNDC9,3
WDHD1,3
MAOB,3
MORF4L2,3
ANGPT1,3
PRRX1,3
SNX21,3
DYM,3
GALNT15,3
GLYAT,3
UBE2Q1,3
HINT3,3
MYO1B,3
NAIP,3
AKAP9,3
PBX1,3
RIMS2,3
PIP5K1A,3
GALNT10,3
MFSD8,3
BOC,3
LIMK2,3
CGGBP1,3
MYO15B,3
SPCS3,3
CD276,3
PASK,3
MTSS1L,3
AP1S1,3
RTTN,3
PLEKHB2,3
LSG1,3
B3GNT2,3
BGN,3
ZC3HAV1,3
MIAT,3
PEX3,3
RPL7,3
THRB,3
ATL2,3
AMACR /// C1QTNF3-AMACR,3
FANCI,3
LOC100126784,3
NADK2,3
EFCAB1,3
WDR60,3
XPO7,3
ADAM10,3
BAIAP2L1,3
LOC339166 /// WSCD1,3
ATF2,3
CHST11,3
NDRG2,3
LMCD1,3
DYNC1I2,3
CANT1,3
PLEKHH2,3
CD74,3
SLMO2,3
ECE2,3
DNM1L,3
FBXO16 /// ZNF395,3
LOC100507654,3
SNORA29 /// TCP1,3
GFRA1,3
MXRA7,3
IL27RA,3
MYO6,3
CD86,3
DDX42,3
SMIM13,3
RPL5 /// SNORD21,3
MAPK10,3
USP24,3
PRKDC,3
CCDC136,3
ITGA4,3
FHL5,3
SEPT8,3
HTR2A,3
FLJ31306,3
MCCC2,3
TAT,3
CTSS,3
DAB2IP,3
ZNF483,3
GDPD1,3
ZCCHC7,3
LRRC59,3
CD164,3
IRS1,3
IFI16,3
SKP2,3
ABHD11,3
YWHAH,3
PCDH17,3
DDA1,3
TMEFF2,3
SEC61A2,3
LPAR1,3
GMDS,3
PLAUR,3
CXCL2,3
METTL21A,3
TGS1,3
TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2,3
PTGDS,3
SLAMF7,3
SMIM8,3
FCRL4,3
FKBP7,3
PKHD1,3
P4HB,3
C6orf106,3
AGMAT,3
RHOA,3
PPP1R3B,3
ZNF672,3
TMEM30A,3
HIC1,3
SH3GL3,3
INHBA,3
NTMT1,3
EPHB1,3
PTPN18,3
SUSD4,3
CNKSR2,3
GDF15,3
RAB8B,3
KIAA1033,3
TUBGCP3,3
KIAA1147,3
HS3ST3B1,3
HYI,3
KBTBD2,3
IFRD1,3
PDK1,3
RBAK,3
SV2B,3
SLC31A1,3
NLK,3
AREG,3
MDFIC,3
PRPF31,3
ACSM5,3
LMAN1,3
ALCAM,3
GHITM,3
C1orf56,3
CARD10,3
RYK,3
AGTRAP,3
PTPN9,3
UBE2N,3
TNFRSF9,3
CCL28,3
DNAJC16,3
SDAD1,3
PDLIM3,3
PNKD,3
NOLC1,3
KIAA1324,3
EHMT1,3
HELB,3
FARSB,3
CLINT1,3
LIN7C,3
MS4A4A,3
THRSP,3
GPCPD1,3
COL14A1,3
MAD2L1,3
TEF,3
FABP7,3
C20orf24 /// TGIF2-C20orf24,3
CCDC36,3
RPH3AL,3
DUSP3,3
STAU2,3
RMST,3
ACAP2,3
SLITRK6,3
MAOA,3
RAB31,3
CDON,3
HBP1,3
RPS6KB1,3
EHD2,3
SLC35A3,3
RGS1,3
HOPX,3
MBTD1,3
CISD2,3
LOC101928143 /// LOC101930388 /// NUMB,3
TMEM170A,3
EBLN3,3
PLAGL1,3
CAMSAP2,3
HLF,3
FAM122B,3
KANK1,3
TTC37,3
CELSR1,3
RXRB,3
SRRM3,3
USP6NL /// USP6NL-IT1,3
MMP11,3
ATP2C2,3
WNK3,3
DDX59,3
NPY2R,3
ARF6,3
EXD2,3
PDE7B,3
WDR89,3
TRIB1,3
TRAPPC11,3
CKAP2,3
LINC00997,3
RASA2,3
RPS15A,3
FAM49B,3
ERBB2IP,3
FCF1,3
PIGC,3
PGGT1B,3
CNOT1,3
SAMD5,3
GTF3C2,3
EDNRB,3
LONRF1,3
ADAM17,3
ZNF655,3
AP1G1,3
FAR1,3
FBN1,3
SENP5,3
TCP11L1,3
ATG12,3
TIGD4,3
PCBD2,3
RNF170,3
THY1,3
ADAMTS2,3
COL11A1,3
SSU72,3
MARC2,3
ST6GALNAC5,3
GNAI3,3
KIAA1715,3
ANP32E,3
ATF1,3
LINC00478,3
TAF11,3
KIAA1462,3
MYO5B,3
SCN2B,3
C9orf117,3
RC3H1,3
RABL3,3
MAGI2-AS3,3
C4orf33,3
CCNJ,3
AK9,3
NFKB2,3
DNAH7,3
MAP7,3
MIA3,3
POU3F3,3
ANPEP,3
UBQLN1,3
ABCA8,3
SCARA5,3
MID1,3
ALDH1L2,3
PPP1R12A,3
TGIF1,3
LOC100507547 /// PRRT1,3
MAGI2,3
DCUN1D4,3
RAB27B,3
FAM105A,3
ATP6V0D2,3
SRSF5,3
NFATC4,3
IFT57,3
ZNF785,3
RALGAPB,3
CELF5,3
C6orf62,3
GSTCD,3
L2HGDH,3
CDC25A,3
ATP6AP2,3
BEND7,3
PSEN2,3
TOP2A,3
MCM8,3
LINC00938,3
TMED8,3
MFAP3,3
GMPS,3
PNO1,3
MCM9,3
VPS8,3
CAPN3,3
XPO5,3
ITGB1BP1,3
ZNF33A,3
FKBP5,3
HSPH1,3
SOCS6,3
TIMM23 /// TIMM23B,3
TMEM223,3
OGDH,3
NPAT,3
LOC642236,3
ELL,3
MARVELD3,3
TFAP2A,3
NUP98,3
ANKRD50,3
PIGM,3
CDK2,3
C14orf1,3
TMED2,3
PRR14,3
TMC5,3
NR1H4,3
GPD2,3
RAB14,3
MYLK4,3
INSIG1,3
BCL6,3
LOC100507520,3
TAF1,3
ISG20L2,3
PTRF,3
C1GALT1,3
PGM2,3
ITGA1,3
CDC25C,3
MIS18A,3
BRAF,3
PHLDA2,3
LYN,3
HOMER3,3
NSG1,3
CYGB,3
PCYT1A,3
DENND2A,3
PDZD2,3
LARP6,3
RCAN3,3
MOXD1,3
PAICS,3
CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7 /// LOC101060578,3
PHAX,3
ATP2B1,3
RAB11FIP4,3
ASPM,3
AP1AR,3
MEX3A,3
TDRP,3
C1orf116,3
PAXBP1,3
TRMT1L,3
BIRC5,3
CEPT1,3
HAUS6,3
MFNG,3
LAYN,3
WRAP73,3
FAM118B,3
DKC1 /// MIR664B /// SNORA56,3
UNK,3
UBE2D1,3
ARF3,3
GNS,3
SLIT2,3
IL21R,3
TC2N,3
TCERG1,3
TRIM23,3
PITHD1,3
PKN2,3
SYNPO,3
PALMD,3
DNAJB14,3
RGS16,3
NR2F1-AS1,3
CDK8,3
STAG1,3
IFIH1,3
LEF1,3
DSC3,3
PTPN12,3
BOLA2 /// LOC101060386 /// SMG1,3
PRR11,3
TRIM29,3
TINCR,3
PDE3B,3
CD9,3
MESP1,3
CXCL14,3
PSD4,3
SLC30A1,3
SSFA2,3
CSGALNACT2,3
EBF3,3
COL5A1,3
FAR2,3
MAPKAPK2,3
PTGR1,3
ERBB2,3
SLCO1A2,3
PIK3R1,3
SRD5A1,3
IGF2 /// INS-IGF2,3
CCDC80,3
MOCS1,3
CCNB2,3
FH,3
RAB35,3
RP11-319G9.3,3
VDAC1,3
DCTN4,3
SEC24D,3
MAPK11,3
IGLJ3,3
PARPBP,3
LOC729970,3
SPPL2A,3
IKBKB,3
AKIRIN1,3
EFEMP1,3
PSMA3,3
BARD1,3
PEX2,3
ATRNL1,3
SERPINE1,3
MSH6,3
ME2,3
EBF2,3
PSMB4,3
NR2F6,3
CDV3,3
ANGPTL1,3
IDE,3
ARHGEF26,3
CLDN11,3
TDP1,3
CAV2,3
SYT11,3
LIMA1,3
ITGB2,3
NEK11,3
CD300A,3
KLK3,3
SEPT4,3
GRB2,3
PAG1,3
MFN1,3
TOMM22,3
MRPL42,3
ATG5,3
LOC100506548 /// RPL37,3
NUP62,3
SMEK1,3
AMER2,3
PGM5,3
PCMT1,3
PPP4R2,3
KLHL42,3
AGA,3
UNC93B1,3
SRD5A3,3
FAM3C,3
ZCCHC2,3
CDYL,3
IL20RA,3
PLSCR1,3
PDK4,3
CENPU,3
PSG1,3
FBXO45,3
PCSK5,3
FGF7,3
KIAA1549,3
KCNE4,3
MCMBP,3
ZC3H13,3
VAMP4,3
CBS,3
CR936796,3
RARRES1,3
SAMSN1,3
TRIM27,3
SGPL1,3
HSPA14,3
PPP2R4,3
ZNF462,3
C10orf90,3
CTTNBP2NL,3
ARL17A /// ARL17B,3
FNDC5,3
LOC374443,3
UGCG,3
RBM22,3
WDFY3-AS2,3
ANGEL2,3
APCDD1L-AS1,3
VAV3,3
KCNC4,3
ZNHIT2,3
GYG2,3
PRPF4B,3
CAT,3
SLC2A3,3
MAP4K5,3
FZD8 /// MIR4683,3
GINS2,3
GTF2H1,3
TLN2,3
PHF19,3
CORIN,3
DPP6,3
ARFGEF1,3
FBXO11,3
ZNF41,3
RMDN1,3
UBE2G1,3
USP38,3
NMD3,3
TSN,3
MKRN2,3
LINC00664,3
USP14,3
GFM2,3
RNF115,3
BHMT2,3
ECT2,3
CAPN6,3
MCM3AP-AS1,3
IRAK3,3
KIF5B,3
DCUN1D5,3
NEURL1,2
C12orf4,2
GLT8D2,2
LEKR1,2
RAB10,2
KRI1,2
SIGLEC10,2
PHF6,2
FAM155A,2
PLCXD1,2
LOC440434,2
FANCF,2
TRAF5,2
KCNB2,2
TMEM18,2
TTC23L,2
FAM214A,2
CXCR6,2
LOC100287728 /// ZNF75D,2
ANKDD1A,2
RP11-747H7.3,2
SMIM21,2
SDC1,2
LEMD1-AS1,2
ZFYVE1,2
ZNF384,2
SRSF6,2
MLLT1,2
POU3F1,2
TJP3,2
SYT5,2
ZIK1,2
REPIN1,2
SIRT4,2
CHD3,2
CCT8,2
ABHD10,2
ZDHHC11 /// ZDHHC11B,2
OR1C1,2
ZBED5,2
ZNF829,2
NCALD,2
AC074212.6,2
POLQ,2
ITPK1-AS1,2
FZD10-AS1,2
ALKBH1,2
SEPT7P2,2
ZNF343,2
PAK6,2
TMEM196,2
KIF26A,2
SCARNA13 /// SNHG10,2
POGZ,2
SURF1,2
SPIN1,2
C21orf49,2
DOK1,2
XCR1,2
TEK,2
SARNP,2
UBTD2,2
SPATA18,2
CEL,2
DDOST,2
KCNJ1,2
OAZ1,2
PDCD11,2
SLC34A1,2
CCZ1 /// CCZ1B,2
HDAC2,2
FLRT2 /// LOC100506718,2
CRIM1 /// LOC101929500,2
CD274,2
AIDA,2
PBDC1,2
PPP1R26-AS1,2
ARL5B,2
CCL23,2
NUCB1,2
HMHA1,2
FAM65B,2
CRTC1,2
CRB1,2
GJA9 /// GJA9-MYCBP /// MYCBP,2
BC016656 /// RP11-168O16.1,2
DERL2,2
C20orf27,2
PHC1,2
PEG3,2
KARS,2
TXNDC2,2
RP11-83N9.5,2
LOC100506538 /// NDUFAF6,2
PXDC1,2
GPX5,2
TMEM163,2
LOC441528,2
EVL,2
NBR2,2
LINC01234,2
WDR5,2
RTN4IP1,2
CDK5R1,2
LRRN2,2
CECR9,2
OTP,2
GRHL1,2
BC043540,2
JDP2,2
NRBF2,2
ZCRB1,2
LINC01056,2
GSTM1,2
GPN2,2
PTK7,2
LOC440792,2
LOC202181,2
C17orf59,2
CNIH3,2
TMEM194A,2
TAZ,2
PSMD10,2
PSAP,2
SLC25A48,2
TWIST2,2
DOCK11,2
S100A13,2
LOC728743,2
GPR153,2
PRND,2
CCDC141,2
RLIM,2
ATP1A1-AS1,2
HMGN5,2
CSRP2,2
SCFD1,2
RTEL1,2
CCDC134,2
SLC36A4,2
MT1E,2
BC042091 /// RP11-752D24.2,2
CELF3,2
PPP1R9B,2
PARP9,2
COPS6,2
MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E,2
GPC6,2
WFIKKN2,2
EFNB2,2
JAZF1,2
PHF2,2
STMN4,2
RP3-496C20.1,2
LINC00202-2,2
WNK4,2
KIAA1841,2
KIR2DS1,2
KCTD18,2
HAX1,2
PTGR2 /// ZNF410,2
CD37,2
ANAPC1 /// LOC730268,2
GP1BB /// SEPT5 /// SEPT5-GP1BB,2
SLC8A1-AS1,2
SAMD9,2
ATP9A,2
CCM2L,2
SECISBP2L,2
LIN7B,2
KCNC1,2
PTPLAD2,2
HMGCR,2
KATNAL2,2
SGSH,2
SPHK2,2
ZNF114,2
LOC101926951 /// PCDH20,2
RBKS,2
CARF,2
ALOXE3,2
AP1G2,2
MOSPD2,2
TNFRSF4,2
GH2,2
ZNF436,2
OR5AK4P,2
MYCBPAP,2
SUGT1P1,2
PABPC1,2
BBS7,2
GEN1,2
FAM166A,2
SULF2,2
IFT122,2
LOC100134445 /// LOC100288778 /// LOC100653296 /// WASH1 /// WASH2P /// WASH3P /// WASH5P /// WASH7P,2
HMGN3-AS1,2
SYCE1,2
RHBDF1,2
SLC35C1,2
MGLL,2
PARL,2
SFT2D2,2
C1orf52,2
SPINT1,2
RP11-715J22.6,2
MKS1,2
XPNPEP2,2
LUC7L2,2
GPR6,2
TNFSF15,2
LOC101928784,2
DOK5,2
C11orf95,2
APPL1,2
MUC7,2
TTPAL,2
HLA-DRB4,2
ZNF836,2
ZNF83,2
LUM,2
SELT,2
C22orf29 /// GNB1L,2
MTHFD2,2
LINC01366,2
RFT1,2
SPOPL,2
ATP11C,2
PLA2G4C,2
OSBPL2,2
DEFB126,2
SOX3,2
GAL,2
RAB20,2
RAG1,2
KIAA0586,2
FZD4,2
TCP10L,2
PLXNB1,2
LOC100128281,2
TRDV3,2
TP53RK,2
BCAT2,2
LMF2,2
TEKT5,2
BRD1,2
SPAG6,2
AARS2,2
WDR88,2
KLF16,2
LOC643733,2
GNA14,2
ENO3,2
HNF1B,2
BZRAP1-AS1,2
SGK494,2
LPPR5,2
TNFRSF18,2
LOC101927122,2
SLC16A6,2
KIAA2013,2
ZNF844,2
MPV17L,2
ADCYAP1,2
FIGNL1,2
TIE1,2
GHRL,2
CASS4,2
TRIM45,2
PAK7,2
ARPC4,2
RBM19,2
KIAA1143,2
CALHM2,2
ETV7,2
VCP,2
HPS6,2
NATD1,2
EGLN3,2
STRIP2,2
ZXDA /// ZXDB,2
RBP1,2
LRRC8A,2
LINC01000,2
SLITRK5,2
ADARB2,2
TBC1D31,2
PTPN13,2
PTMS,2
RNF13,2
FFAR1,2
KLHDC3,2
GOLGA7,2
C1orf115,2
AK093301 /// RP11-862G15.1,2
RNF219,2
NAT8 /// NAT8B,2
OR9A1P,2
DRICH1,2
FA2H,2
SLC38A9,2
SMG7-AS1,2
ANKRD13A,2
SYT17,2
CTC-338M12.4,2
WDR35,2
C19orf25,2
SETDB1,2
ENGASE,2
ZDHHC17,2
ANKAR,2
ELK3,2
ARL11,2
DLEU2 /// MIR15A,2
GSG1,2
ZSCAN9,2
CPS1,2
PADI1,2
GAREML,2
POLR2F,2
SLAMF9,2
SH3YL1,2
SMPD3,2
ZNF732,2
BC032415,2
PNPLA2,2
KIAA1045,2
CRISPLD2,2
FAM83H,2
UTP14A,2
IL9R,2
LINC00461 /// MIR9-2,2
ELOVL1 /// MIR6734,2
PRR16,2
LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3,2
ESPNL,2
OR4D1,2
TSPAN10,2
GPR4,2
LOC100652931 /// RBMY2FP,2
PDE9A,2
HAO2,2
GLIPR2,2
IGSF6,2
DCUN1D3,2
TCTN3,2
TEX261,2
SNX16,2
DEAF1,2
TMEM106C,2
HSD3B1,2
ZNF345,2
UPF3B,2
NOTCH4,2
SEBOX /// VTN,2
NAIF1,2
NCOA6,2
DOHH,2
GPC4,2
NFE2L3,2
CUL9,2
UBFD1,2
TMCC3,2
NUTM1,2
HSP90B1 /// MIR3652,2
DHRSX,2
S1PR2,2
PYGO2,2
FAM198B,2
NUCB2,2
PYGB,2
ZNF235,2
LOC100506274,2
IFT52,2
PRR22,2
CPQ,2
TTBK1,2
FCER2,2
PFKP,2
TBL3,2
MRC2,2
SLC39A5,2
TOMM70A,2
SLC28A3,2
CCDC147,2
MKKS,2
HPCAL1,2
PLBD2,2
MATN1,2
INPP5K,2
KLRC4-KLRK1 /// KLRK1,2
NHS,2
C7orf34,2
ZNF234,2
GOLGB1,2
RHOH,2
SLC20A1,2
KIAA1683,2
F7,2
ADAMTS15,2
FGFR3,2
RNF10,2
LINC00657,2
LINC01106 /// LINC01123,2
C12orf29,2
TMEM230,2
CNIH1,2
ZNF644,2
CEP76,2
FAM53A,2
ATG16L1,2
DACT3,2
DES,2
MMP25,2
LRRC74,2
STXBP3,2
RAD51,2
MCM7,2
LINC00320,2
MYADM,2
CDK17,2
ZNF467,2
TXLNA,2
RABIF,2
ACO1,2
SCYL1,2
DEF6,2
BMS1P5,2
C1RL,2
KRTAP1-3,2
PPP1R21,2
KCNE1,2
DAOA,2
MED26,2
RPS4X,2
SLC45A3,2
SUSD3,2
TAS1R1,2
EFHD2,2
CSNK1E,2
ZNF582-AS1,2
CDK3 /// TEN1-CDK3,2
CDH7,2
TTF2,2
KLHDC7B,2
EIF2AK4,2
FAM63A,2
RNF8,2
ADNP2,2
UCK1,2
UBE2O,2
CWC25,2
LOC100506282,2
CLDN3,2
GRIP1,2
PRPF38B,2
LOC645166 /// LOC654342,2
KIAA1755,2
EXT2,2
MAZ,2
ZNF208,2
TMEM110,2
ARL4D,2
HMGCS2,2
ARMC4,2
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31,2
TIMM10,2
LOC100996385,2
COL10A1,2
PEAK1,2
ERICH1-AS1,2
SPOCD1,2
LINC01352,2
SLC8B1,2
PTPN23,2
FABP3,2
MPPED1,2
USP9Y,2
KCNC2,2
RBM45,2
TMEM59,2
TGDS,2
SMPDL3A,2
POU2F3,2
NAPG,2
OAS3,2
AK021933,2
LINC00643,2
NCBP2,2
PLSCR3 /// TMEM256-PLSCR3,2
GXYLT2,2
IQCE,2
CASP4,2
RNFT1,2
LOC646241,2
TAL2,2
C6orf120,2
ARMCX3,2
EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,2
DDX20,2
GPATCH8,2
ZNF354C,2
HORMAD2,2
PNRC2,2
SYTL5,2
RAC2,2
DALRD3,2
POP4,2
TCEANC2,2
GSTM3,2
AZIN1,2
CPA6,2
YOD1,2
ETV4,2
ASCC3,2
GLI4,2
ZNF182,2
ODF2,2
ZNF783,2
SFT2D3,2
RHNO1,2
CTXN3,2
DHFRL1,2
C20orf202,2
CNP,2
B4GALT7,2
FAM118A,2
ZNF473,2
DLG5,2
TUSC2,2
PTOV1-AS1,2
TIMELESS,2
MFSD12,2
AOX1,2
CPEB1,2
LOC102724312,2
ACE2,2
TAB2,2
SIGLEC11,2
ZNF570,2
OR5L2,2
LOC102724257 /// TMC5,2
LOC100294341 /// LOC101929774,2
CDCA3,2
TOP1MT,2
SCRN2,2
RELL1,2
FLJ38379,2
TMEM30B,2
CCDC15,2
PNPLA7,2
GPR12,2
ZNF831,2
ERCC6,2
SIX5,2
TTLL12,2
CIB3,2
FAM133A,2
DLX4,2
ATP8B5P,2
ZNHIT6,2
MED25,2
PRDM10,2
SLC22A8,2
POLR3K,2
AKR7A2,2
EFHC2,2
SCAMP2,2
GSK3A,2
CA10,2
MRI1,2
DLG5-AS1,2
CCT4,2
TOR3A,2
DNM3OS,2
MRPL39,2
KIAA0408 /// SOGA3,2
RP11-846E15.2,2
NDUFB6,2
CLEC4M,2
MIR1292 /// NOP56 /// SNORD110 /// SNORD57 /// SNORD86,2
RPP25,2
POLR2L,2
ABRA,2
ETFDH,2
MGC32805,2
LINC00926,2
CA13 /// LOC100507258,2
AK093205,2
C1QL1,2
ZSWIM1,2
ACBD5,2
GPR97,2
GPR56,2
ZDHHC22,2
DUSP10,2
UBE2A,2
CCDC74A /// CCDC74B,2
GIMAP8,2
LRRC37A2,2
EMC10,2
PLEKHA6,2
SPTY2D1-AS1,2
TIMM21,2
KIF3B,2
KIF25,2
PIK3CD,2
CACNA1B,2
NR2C2,2
TMEM143,2
RPLP2,2
ANKRD30B,2
KRT78,2
STKLD1,2
LOC100506258,2
TCF21,2
ARAP3,2
CSTF2,2
FTSJ2,2
MRTO4,2
SLC7A14,2
PMCHL2,2
LINC00869,2
PYY,2
GPR17,2
C1QBP,2
AP2B1,2
APRT,2
MS4A3,2
LOC101927814,2
KCNV1,2
GPR124,2
LOC101060400,2
THAP3,2
SART1,2
TMEM9,2
CDC34,2
ZSCAN32,2
LOC101928069,2
SLC22A5,2
RPS23,2
GPR182,2
FOXC1,2
NUDT10,2
SLC25A12,2
ALDH1A3,2
CHRNE,2
GATC,2
PDGFA,2
APOPT1,2
PEX6,2
SLC35E3,2
ZNF32-AS3,2
MYOCD,2
TMEM62,2
CLEC4E,2
SRI,2
LINC01122,2
TLCD2,2
RFXAP,2
LYPD8,2
STARD13-AS,2
FAM159A,2
LOC101928907,2
DBH,2
HOXB8,2
PGRMC1,2
PGAM5,2
TARDBP,2
BC042382 /// RP11-408H20.3,2
C12orf60,2
THAP9,2
GABRA1,2
SENP3,2
TTTY7 /// TTTY7B,2
ATF7IP2,2
ZNF221,2
COL20A1,2
MIR4697 /// MIR4697HG,2
PRDX6,2
SPATA9,2
PDCD6IP,2
MYO16,2
SMG5,2
GEMIN4,2
SEMA4A,2
OR2A20P /// OR2A9P,2
CCNYL1,2
ZHX1,2
SMARCB1,2
APC2,2
GJD3,2
MUC17,2
FAM81A,2
LOC554206,2
SBF2-AS1,2
GPC1,2
SLC12A2,2
GUCY1B3,2
TRIB2,2
ACACA,2
DDX56,2
TMCC1-AS1,2
ACSM2A,2
TEX13A,2
CDC23,2
KSR2,2
KCNH2,2
PIANP,2
CXCR3,2
PSMA2,2
ZKSCAN7,2
FUT11,2
FGD5-AS1,2
IFIT2,2
MTMR6,2
NAPA,2
MUC3B,2
ATP13A5,2
CNPY4,2
TAF4B,2
SEMA7A,2
S100A10,2
APEH,2
VCX2,2
AGR2,2
ZNF800,2
LINC00518,2
PER2,2
FBXL16,2
SDE2,2
AMD1,2
CHRNB3,2
AXDND1,2
WDR16,2
FAM184A,2
KIAA0391 /// PSMA6,2
RRP7A /// RRP7B,2
PIGN,2
AIF1L,2
SLC36A1,2
FUNDC2,2
GALNT6,2
LOC158402 /// RP11-4O1.2,2
FBXW12,2
TM9SF4,2
RECQL4,2
HPRT1,2
MTOR,2
SLC6A20,2
WNT7B,2
IL17A,2
AP1M2,2
CASKIN2,2
MRPS11,2
ZNF763,2
PHACTR4,2
TRAF3,2
INTS5,2
FOXN3-AS1,2
PDP2,2
OR8G2,2
RP11-466P24.7,2
FOCAD,2
CYP2A7P1,2
BCL2L10,2
GMEB2,2
LACTB2,2
CDC42BPB,2
TEAD4,2
PPAT,2
C1QTNF1,2
C16orf70,2
ADIG,2
LZIC,2
CACNA2D1,2
CEP162,2
AUNIP,2
SLC30A9,2
LOC100132057,2
WDR11-AS1,2
ARRDC1,2
DDX23,2
MOSPD1,2
RPS7,2
NTN5,2
TMEM5,2
ACTR3B,2
GAS1,2
NPSR1-AS1,2
MRAS,2
CCDC126,2
GSTA4,2
LIG4,2
RPL24,2
EPO,2
HCN4,2
LOC728353,2
OTUD6B-AS1,2
C22orf34,2
RNF146,2
CPLX2,2
GLIS3,2
TUBGCP6,2
REEP5,2
CCR1,2
DMRT3,2
ZNF417 /// ZNF587,2
DTD1,2
HGH1,2
LINC01361,2
ME3,2
DCAF17,2
SPC24,2
HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM,2
STK40,2
LOC101929147,2
NEUROD1,2
TPSAB1 /// TPSB2,2
SPICE1,2
LOC101928583,2
TSPAN18,2
CLDN4,2
LOC101929239,2
ALOX15B,2
TROAP,2
PCDHA2 /// PCDHA3,2
C6orf136,2
TBC1D10A,2
DENND1A,2
GABRD,2
HEATR2,2
LOC101927761,2
NRK,2
TAF5,2
PBLD,2
FAM175A,2
ALKBH3-AS1,2
NARR /// RAB34,2
SNX29P2,2
MOV10,2
LRRC37A7P /// LRRC37A7P,2
KIF21A,2
GAN,2
